created_date,assignee_email,assignee_team,technology,ips_id,ips_title,predicted_category_existing,predicted_category_model,confidence,human_category,label_notes
2022-03-17,,wifi,WiFi,00691210,HP -  SIO2087874 - [3LS] - SIP110836 - EB 1040 G6 / Huawei / GC / Intel WLAN Unexpected Roaming Issue / PC APJ / CN,,Roaming,,,[補標目標: Roaming]
2026-03-16,,wifi,WiFi,01003921,"[ThinkPad][X13 Gen6][ARL][BE201] ABB ""France"" Roaming Frequently Disconnect & Reconnect Issue",,Roaming,,,[補標目標: Roaming]
2025-09-27,,wifi,WiFi,00979280,[Lenovo][wistron][GEN4_AX201][ADL]Intel AX201 WiFi Roaming Issue with Windows Cu,,Roaming,,,[補標目標: Roaming]
2025-09-27,,wifi,WiFi,00979280,[Lenovo][wistron][GEN4_AX201][ADL]Intel AX201 WiFi Roaming Issue with Windows Cu,,Roaming,,,[補標目標: Roaming]
2023-05-25,,wifi,WiFi,00805760,"[Lenovo ThinkPad JP][LCFC][ Libra][AX211]]The 5GHz band wifi will auto disconnected and disappeared in LowPwrRange which Roaming Aggressiveness:Medium,Preferred Band:Perfer 5GHz band",,Roaming,,,[補標目標: Roaming]
2021-08-25,,wifi,WiFi,00640781,[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][21H2] [WIFI]Cannot switch to 5 G after the roaming switches to 2.4G,,Roaming,,,[補標目標: Roaming]
2021-11-10,,wifi,WiFi,00659984,"[Huawei][Quanta][H99E][NobelF][AX201][21H2][WLAN] [AX201][BUG-20211111-37766] Connect to a dual-mode adaptive router, stay away from the router and cannot roam to 2.4G network",,Roaming,,,[補標目標: Roaming]
2025-10-01,,wifi,WiFi,00980012,[Dell][Bolan LNL/FmP2] Persistent Wi-Fi roaming and disconnection problems affecting Dell laptops with Intel BE200/201/202 and AX211 adapters,,Roaming,,,[補標目標: Roaming]
2022-06-27,,wifi,WiFi,00716405,[Dynabook][Win11]Cannot get IP address after switching or roaming to other AP,,Roaming,,,[補標目標: Roaming]
2021-11-09,,wifi,WiFi,00659618,[Dynabook][Win11]  roaming test failed for Wi-Fi 6E,,Roaming,,,[補標目標: Roaming]
2020-08-12,,wifi,WiFi,00537375,[HUAWEI][HUAQIN][Harvey][AMD Renoir][Intel AX200][20H1]Video lag when SUT play video via Miracast projection screen to Xiaomi TV.,,Miracast,,,[補標目標: Miracast]
2024-05-06,,wifi,WiFi,00880744,[HP/SIO2264021/Win11/ADL/GfP2/Vision] Miracast wireless display cannot be connected successfully,,Miracast,,,[補標目標: Miracast]
2023-01-15,,wifi,WiFi,00778703,[MSFT Quanta Z96] Unable to project to external monitor via wireless display,,Miracast,,,[補標目標: Miracast]
2018-09-28,,wifi,WiFi,00388280,[Lenovo-Thinkpad][LCFC][Ax85_Ryzen]The wifi icon show red X after connecting with WIDI and clicking the wifi icon on task bar,,Miracast,,,[補標目標: Miracast]
2022-12-27,,wifi,WiFi,00774784,[Jaguar3][Gfp2] Machine cannot connect to Wireless Display (FR:10/10 trials),,Miracast,,,[補標目標: Miracast]
2024-08-07,,wifi,WiFi,00901001,[Samsung][RPL][AX211] This pairing drops because the system suddenly stops sending RTP packets to the sink device while pairing with this device for Miracast.,,Miracast,,,[補標目標: Miracast]
